brief_id,industry,brand_name,prompt_text,prompt_text_en,required_objects,colour_attributes,spatial_constraints,required_text,style_descriptors,back_translated,cc_score,status,language,cometkiwi_score
MB081,fashion_apparel,YARN,"Fotografía de estilo «flat lay» de estilo de vida en la que aparece una bolsa de lona beige colocada a la izquierda de un libro de bolsillo blanco sobre una superficie de madera; la palabra «YARN» aparece en el lateral de la bolsa, con una cálida iluminación natural.","Lifestyle flat lay of a beige canvas tote bag placed to the left of a white paperback book on a wooden surface, YARN on tote side, warm natural lighting","[""canvas tote bag"", ""paperback book""]","{""canvas tote bag"": ""beige"", ""paperback book"": ""white""}","[""canvas tote bag left of paperback book""]","[""YARN""]","[""flat lay"", ""wooden surface"", ""warm lighting""]","A ""flat lay"" lifestyle photograph featuring a beige canvas bag placed to the left of a white paperback book on a wooden surface; the word ""YARN"" appears on the side of the bag, bathed in warm natural light.",0.9103,PASS,es,0.7056055068969727
MB082,fashion_apparel,ZOLA,Fotografía editorial de moda de una gabardina beige colgada debajo de un paraguas negro frente a una pared blanca; la etiqueta «ZOLA» en la gabardina; iluminación editorial limpia.,"Fashion editorial product shot of a beige trench coat hung below a black umbrella against a white wall, ZOLA label on coat, clean editorial lighting","[""trench coat"", ""umbrella""]","{""trench coat"": ""beige"", ""umbrella"": ""black""}","[""trench coat below umbrella""]","[""ZOLA""]","[""editorial photography"", ""white wall"", ""clean lighting""]",Editorial fashion photograph of a beige trench coat hanging beneath a black umbrella in front of a white wall; the “ZOLA” label on the trench coat; clean editorial lighting.,0.9504,PASS,es,0.8467794060707092
MB083,fashion_apparel,AEON,Fotografía de producto de unos culotes de ciclismo negros colocados a la derecha de un casco de ciclismo blanco sobre una superficie gris claro; el logotipo de AEON aparece en el lateral del casco; fotografía de estudio nítida.,"Product photography of black cycling shorts placed to the right of a white cycling helmet on a light gray surface, AEON logo on helmet side, clean studio shot","[""cycling shorts"", ""cycling helmet""]","{""cycling shorts"": ""black"", ""cycling helmet"": ""white""}","[""cycling shorts right of cycling helmet""]","[""AEON""]","[""product photography"", ""gray background"", ""studio lighting""]",Product photograph of a pair of black cycling shorts placed to the right of a white cycling helmet on a light gray surface; the AEON logo appears on the side of the helmet; sharp studio photograph.,0.9511,PASS,es,0.8528866171836853
MB084,fashion_apparel,BRIM,Fotografía de producto de una cartera de piel negra colocada debajo de unas monedas de plata sobre una superficie de mármol oscuro; con la inscripción «BRIM» grabada en relieve en la parte delantera de la cartera; iluminación editorial de lujo.,"Product photography of a black leather wallet placed below silver coins on a dark marble surface, BRIM embossed on wallet front, luxury editorial lighting","[""leather wallet"", ""coins""]","{""leather wallet"": ""black"", ""coins"": ""silver""}","[""leather wallet below coins""]","[""BRIM""]","[""luxury editorial"", ""dark marble"", ""dramatic lighting""]",Product photograph of a black leather wallet placed beneath some silver coins on a dark marble surface; with the inscription “BRIM” embossed on the front of the wallet; luxury editorial lighting.,0.923,PASS,es,0.8498350381851196
MB085,fashion_apparel,CORD,Fotografía de moda en plano horizontal de un gorro de punto gris colocado debajo de una chaqueta azul marino sobre una superficie blanca; etiqueta «CORD» en el gorro; iluminación natural y nítida.,"Flat lay fashion shot of a gray knit beanie hat placed below a navy jacket on a white surface, CORD tag on beanie, clean natural lighting","[""beanie hat"", ""jacket""]","{""beanie hat"": ""gray"", ""jacket"": ""navy""}","[""beanie hat below jacket""]","[""CORD""]","[""flat lay"", ""white background"", ""natural lighting""]","A horizontal fashion photograph of a gray knit hat placed under a navy blue jacket on a white surface; the hat bears a ""CORD"" label; the lighting is natural and crisp.",0.8913,PASS,es,0.7496032118797302
MB086,fashion_apparel,DUSK,Fotografía de producto de moda en la que aparecen unos zapatos de tacón de plataforma negros situados a la derecha de un bolso de mano de piel roja sobre una superficie dorada; el logotipo de DUSK en el tacón; iluminación editorial glamurosa.,"Fashion product photography of black platform heels placed to the right of a red leather clutch bag on a gold surface, DUSK logo on heel, glamorous editorial lighting","[""platform heels"", ""clutch bag""]","{""platform heels"": ""black"", ""clutch bag"": ""red""}","[""platform heels right of clutch bag""]","[""DUSK""]","[""editorial photography"", ""gold surface"", ""glamorous lighting""]",Fashion product photograph featuring black platform heels placed to the right of a red leather clutch on a gold surface; the DUSK logo on the heel; glamorous editorial lighting.,0.9677,PASS,es,0.8508992195129395
MB087,fashion_apparel,ZYLO,Fotografía de producto de unos pantalones cargo verdes colocados debajo de unas botas de cuero marrones sobre un fondo blanco; etiqueta «ZYLO» en la cintura de los pantalones; iluminación limpia de estudio.,"Product photography of green cargo pants placed below brown leather boots on a white background, ZYLO label on pants waistband, clean studio lighting","[""cargo pants"", ""leather boots""]","{""cargo pants"": ""green"", ""leather boots"": ""brown""}","[""cargo pants below leather boots""]","[""ZYLO""]","[""product photography"", ""white background"", ""studio lighting""]",Product photo of green cargo pants worn with brown leather boots against a white background; “ZYLO” label on the waistband of the pants; clean studio lighting.,0.965,PASS,es,0.8615358471870422
MB088,fashion_apparel,FINN,Fotografía de producto en plano horizontal de una corbata de seda azul marino colocada debajo de una camisa blanca sobre una superficie gris; la palabra «FINN» tejida en la etiqueta de la corbata; iluminación editorial profesional.,"Flat lay product shot of a navy blue silk tie placed below a white dress shirt on a gray surface, FINN woven on tie label, professional editorial lighting","[""silk tie"", ""dress shirt""]","{""silk tie"": ""navy"", ""dress shirt"": ""white""}","[""silk tie below dress shirt""]","[""FINN""]","[""flat lay"", ""gray background"", ""professional lighting""]",A horizontal product photograph of a navy blue silk tie placed beneath a white shirt on a gray surface; the word “FINN” woven into the tie’s label; professional editorial lighting.,0.94,PASS,es,0.7961829304695129
MB089,fashion_apparel,GILD,Fotografía de estilo de vida en la que se muestran unas mallas de gimnasio moradas colocadas a la derecha de unas zapatillas deportivas blancas sobre el suelo limpio de un gimnasio; el logotipo de GILD aparece en la cintura de las mallas; iluminación brillante de estudio.,"Lifestyle flat lay of purple gym leggings placed to the right of white sports shoes on a clean gym floor, GILD logo on leggings waistband, bright studio lighting","[""gym leggings"", ""sports shoes""]","{""gym leggings"": ""purple"", ""sports shoes"": ""white""}","[""gym leggings right of sports shoes""]","[""GILD""]","[""flat lay"", ""white background"", ""bright lighting""]",A lifestyle photograph showing a pair of purple gym leggings placed to the right of a pair of white sneakers on the clean floor of a gym; the GILD logo appears on the waistband of the leggings; bright studio lighting.,0.9158,PASS,es,0.7448095083236694
MB090,fashion_apparel,HAZE,Composición «flat lay» de estilo veraniego en la que se muestran unas sandalias de cuero color tostado colocadas a la derecha de un sombrero de paja blanco de playa sobre una superficie arenosa; el logotipo de HAZE aparece en la correa de la sandalia; iluminación natural brillante.,"Summer lifestyle flat lay of tan leather sandals placed to the right of a white straw beach hat on a sandy surface, HAZE logo on sandal strap, bright natural lighting","[""leather sandals"", ""straw beach hat""]","{""leather sandals"": ""tan"", ""straw beach hat"": ""white""}","[""leather sandals right of straw beach hat""]","[""HAZE""]","[""flat lay"", ""sandy surface"", ""natural lighting""]",A summer-themed “flat lay” composition featuring tan leather sandals placed to the right of a white straw beach hat on a sandy surface; the HAZE logo appears on the sandal strap; bright natural lighting.,0.9096,PASS,es,0.7343441247940063
MB091,automotive,TORQ,"Fotografía de producto automovilístico de un coche deportivo rojo situado a la izquierda de un casco de carreras blanco sobre el suelo oscuro de un estudio; el logotipo de TORQ aparece en el capó del coche, con una iluminación de estudio espectacular.","Automotive product photography of a red sports car placed to the left of a white racing helmet on a dark studio floor, TORQ logo on car hood, dramatic studio lighting","[""sports car"", ""racing helmet""]","{""sports car"": ""red"", ""racing helmet"": ""white""}","[""sports car left of racing helmet""]","[""TORQ""]","[""product photography"", ""dark background"", ""dramatic lighting""]","Automotive product photograph of a red sports car positioned to the left of a white racing helmet on the dark floor of a studio; the TORQ logo appears on the car's hood, with dramatic studio lighting.",0.9705,PASS,es,0.8406578302383423
MB092,automotive,RUSH,"Fotografía de producto de un coche eléctrico blanco con un cable de recarga verde situado a su izquierda sobre el suelo limpio de un estudio; el logotipo de RUSH aparece en la puerta del coche, con un fondo blanco y limpio.","Product photography of a white electric car with a green charging cable placed to its left on a clean studio floor, RUSH logo on car door, clean white background","[""electric car"", ""charging cable""]","{""electric car"": ""white"", ""charging cable"": ""green""}","[""charging cable left of electric car""]","[""RUSH""]","[""product photography"", ""white background"", ""clean lighting""]","Product photograph of a white electric car with a green charging cable positioned to its left on the clean floor of a studio; the RUSH logo appears on the car's door, against a clean white background.",0.9581,PASS,es,0.8573656678199768
MB093,automotive,FORGE,"Fotografía de producto de un SUV negro con una baca plateada montada en el techo, sobre un suelo blanco de estudio; con la inscripción «FORGE» en el capó y una iluminación de estudio espectacular.","Automotive product shot of a black SUV with a silver roof rack mounted above on a white studio floor, FORGE on hood, dramatic studio lighting","[""SUV"", ""roof rack""]","{""SUV"": ""black"", ""roof rack"": ""silver""}","[""roof rack above SUV""]","[""FORGE""]","[""product photography"", ""white background"", ""dramatic lighting""]","Product photograph of a black SUV with a silver roof rack mounted on the roof, set against a white studio background; featuring the word “FORGE” on the hood and dramatic studio lighting.",0.9012,PASS,es,0.7745121717453003
MB094,automotive,HELIX,"Fotografía de producto de una motocicleta negra situada a la izquierda de un casco integral blanco sobre el suelo oscuro de un estudio; el logotipo de HELIX aparece en el depósito de la motocicleta, con una iluminación de estudio espectacular.","Product photography of a black motorcycle placed to the left of a white full-face helmet on a dark studio floor, HELIX logo on motorcycle tank, dramatic studio lighting","[""motorcycle"", ""helmet""]","{""motorcycle"": ""black"", ""helmet"": ""white""}","[""motorcycle left of helmet""]","[""HELIX""]","[""product photography"", ""dark background"", ""dramatic lighting""]","Product photograph of a black motorcycle positioned to the left of a white full-face helmet on the dark floor of a studio; the HELIX logo appears on the motorcycle's fuel tank, illuminated by dramatic studio lighting.",0.9308,PASS,es,0.8225568532943726
MB095,automotive,JOLT,Fotografía de producto de automoción de un coche deportivo azul con un neumático negro colocado debajo sobre el suelo blanco de un estudio; la inscripción «JOLT» en el capó; iluminación nítida y espectacular.,"Automotive product shot of a blue sports car with a black tire placed below on a white studio floor, JOLT on car hood, clean dramatic lighting","[""sports car"", ""tire""]","{""sports car"": ""blue"", ""tire"": ""black""}","[""tire below sports car""]","[""JOLT""]","[""product photography"", ""white background"", ""dramatic lighting""]",Automotive product photograph of a blue sports car with a black tire placed beneath it on the white floor of a studio; the word “JOLT” on the hood; crisp and dramatic lighting.,0.9593,PASS,es,0.8228297233581543
MB096,automotive,KINETIC,Fotografía de producto de una camioneta naranja situada a la izquierda de una caja de herramientas metálica negra sobre una superficie de hormigón; la palabra «KINETIC» aparece en la puerta de la camioneta; iluminación natural en exteriores.,"Product photography of an orange pickup truck placed to the left of a black metal toolbox on a concrete surface, KINETIC on truck door, outdoor natural lighting","[""pickup truck"", ""toolbox""]","{""pickup truck"": ""orange"", ""toolbox"": ""black""}","[""pickup truck left of toolbox""]","[""KINETIC""]","[""product photography"", ""concrete surface"", ""outdoor lighting""]",Product photograph of an orange pickup truck positioned to the left of a black metal toolbox on a concrete surface; the word “KINETIC” appears on the truck’s door; natural outdoor lighting.,0.9211,PASS,es,0.8256067037582397
MB097,automotive,LAUNCH,Fotografía de producto de un patinete eléctrico blanco situado a la izquierda de un casco de seguridad negro sobre una acera urbana gris; la palabra «LAUNCH» aparece en la plataforma del patinete; iluminación natural y nítida.,"Product photography of a white electric scooter placed to the left of a black safety helmet on a gray urban sidewalk, LAUNCH on scooter deck, clean natural lighting","[""electric scooter"", ""safety helmet""]","{""electric scooter"": ""white"", ""safety helmet"": ""black""}","[""electric scooter left of safety helmet""]","[""LAUNCH""]","[""product photography"", ""urban setting"", ""natural lighting""]","Product photograph of a white electric scooter positioned to the left of a black safety helmet on a gray city sidewalk; the word “LAUNCH” appears on the scooter’s deck; natural, crisp lighting.",0.935,PASS,es,0.7969192862510681
MB098,automotive,MOTION,"Fotografía de producto de un coche urbano compacto de color plateado situado a la izquierda de una señal de aparcamiento blanca en una calle de la ciudad; el logotipo de MOTION aparece en el capó del coche, con un intenso alumbrado urbano.","Product photography of a silver compact city car placed to the left of a white parking sign on a city street, MOTION logo on car hood, bright urban lighting","[""city car"", ""parking sign""]","{""city car"": ""silver"", ""parking sign"": ""white""}","[""city car left of parking sign""]","[""MOTION""]","[""product photography"", ""urban setting"", ""bright lighting""]","Product photograph of a silver compact city car positioned to the left of a white parking sign on a city street; the MOTION logo appears on the car's hood, with bright city lights in the background.",0.9501,PASS,es,0.8438644409179688
MB099,automotive,PULSE,Fotografía de producto de un descapotable amarillo situado sobre una llave de coche plateada en el suelo oscuro de una sala de exposición; la palabra «PULSE» en la puerta del coche; iluminación espectacular de la sala de exposición.,"Product photography of a yellow convertible car placed above a silver car key on a dark showroom floor, PULSE on car door, dramatic showroom lighting","[""convertible car"", ""car key""]","{""convertible car"": ""yellow"", ""car key"": ""silver""}","[""convertible car above car key""]","[""PULSE""]","[""product photography"", ""dark showroom"", ""dramatic lighting""]",Product photograph of a yellow convertible resting on a silver car key on the dark floor of a showroom; the word “PULSE” on the car door; dramatic lighting in the showroom.,0.9431,PASS,es,0.7579466700553894
MB100,automotive,QUEST,Fotografía de producto de un coche híbrido verde situado a la izquierda de un panel solar azul marino sobre una superficie limpia de estudio; la inscripción «QUEST» en el capó del coche; fondo blanco limpio de estudio.,"Product photography of a green hybrid car placed to the left of a navy solar panel on a clean studio surface, QUEST on car hood, clean white studio background","[""hybrid car"", ""solar panel""]","{""hybrid car"": ""green"", ""solar panel"": ""navy""}","[""hybrid car left of solar panel""]","[""QUEST""]","[""product photography"", ""white background"", ""clean lighting""]",Product photograph of a green hybrid car positioned to the left of a navy blue solar panel on a clean studio background; the word “QUEST” on the car’s hood; clean white studio background.,0.9508,PASS,es,0.8321794867515564
MB101,automotive,RACER,Imagen espectacular de un coche de carreras rojo situado a la izquierda de una bandera a cuadros en blanco y negro en un circuito de carreras; el logotipo de RACER en el capó del coche; iluminación espectacular propia de una carrera.,"Dramatic product shot of a red racing car placed to the left of a black and white checkered flag on a racing track, RACER logo on car hood, dramatic race lighting","[""racing car"", ""checkered flag""]","{""racing car"": ""red"", ""checkered flag"": ""black""}","[""racing car left of checkered flag""]","[""RACER""]","[""product photography"", ""race track"", ""dramatic lighting""]",A spectacular image of a red race car positioned to the left of a black-and-white checkered flag on a race track; the RACER logo on the hood of the car; spectacular lighting typical of a race.,0.9582,PASS,es,0.8459518551826477
MB102,automotive,SPEED,Fotografía de producto de una moto deportiva plateada colocada sobre unos guantes de competición de cuero negro sobre una superficie oscura de estudio; la palabra «SPEED» en el carenado de la moto; iluminación dramática de estudio.,"Product photography of a silver sports motorcycle placed above black leather racing gloves on a dark studio surface, SPEED on motorcycle fairing, dramatic studio lighting","[""sports motorcycle"", ""racing gloves""]","{""sports motorcycle"": ""silver"", ""racing gloves"": ""black""}","[""sports motorcycle above racing gloves""]","[""SPEED""]","[""product photography"", ""dark background"", ""dramatic lighting""]",Product photograph of a silver sports motorcycle placed on top of black leather racing gloves on a dark studio background; the word “SPEED” on the motorcycle’s fairing; dramatic studio lighting.,0.977,PASS,es,0.7919238209724426
MB103,automotive,THRUST,Fotografía de producto de un turismo familiar blanco con una silla infantil negra colocada a su derecha sobre una superficie gris de estudio; la palabra «THRUST» en la puerta del turismo; iluminación de estudio nítida.,"Product photography of a white family sedan with a black child seat placed to its right on a gray studio surface, THRUST on sedan door, clean studio lighting","[""family sedan"", ""child seat""]","{""family sedan"": ""white"", ""child seat"": ""black""}","[""child seat right of family sedan""]","[""THRUST""]","[""product photography"", ""gray background"", ""clean lighting""]",Product photograph of a white family sedan with a black child seat positioned to its right on a gray studio background; the word “THRUST” on the car’s door; crisp studio lighting.,0.9557,PASS,es,0.7818586826324463
MB104,automotive,VEER,Fotografía de producto de un todoterreno marrón situado a la izquierda de una rueda de repuesto negra sobre una superficie irregular al aire libre; con el logotipo de VEER en el capó; iluminación natural al aire libre.,"Product photography of a brown off-road vehicle placed to the left of a black spare tire on a rugged outdoor surface, VEER on hood, outdoor natural lighting","[""off-road vehicle"", ""spare tire""]","{""off-road vehicle"": ""brown"", ""spare tire"": ""black""}","[""off-road vehicle left of spare tire""]","[""VEER""]","[""product photography"", ""outdoor surface"", ""natural lighting""]",Product photograph of a brown SUV positioned to the left of a black spare tire on an uneven outdoor surface; featuring the VEER logo on the hood; natural outdoor lighting.,0.9416,PASS,es,0.8134008646011353
MB105,automotive,WARP,"Fotografía de producto de lujo de un sedán negro situado sobre un llavero dorado en el suelo de mármol oscuro de una sala de exposición, con la inscripción «WARP» en el capó del sedán y una iluminación editorial espectacular.","Luxury product photography of a black sedan placed above a gold key fob on a dark marble showroom floor, WARP on sedan hood, dramatic editorial lighting","[""sedan"", ""key fob""]","{""sedan"": ""black"", ""key fob"": ""gold""}","[""sedan above key fob""]","[""WARP""]","[""luxury editorial"", ""dark marble"", ""dramatic lighting""]","A luxury product photograph of a black sedan placed on a gold keychain on the dark marble floor of a showroom, with the word “WARP” inscribed on the hood of the sedan and dramatic editorial lighting.",0.9064,PASS,es,0.8246598243713379
MB106,automotive,XCEL,Fotografía de producto de una bicicleta eléctrica blanca situada a la izquierda de un cable de carga negro sobre el suelo blanco y limpio de un estudio; se lee «XCEL» en el cuadro de la bicicleta; iluminación limpia de estudio.,"Product photography of a white electric bicycle placed to the left of a black charging cable on a clean white studio floor, XCEL on bicycle frame, clean studio lighting","[""electric bicycle"", ""charging cable""]","{""electric bicycle"": ""white"", ""charging cable"": ""black""}","[""electric bicycle left of charging cable""]","[""XCEL""]","[""product photography"", ""white background"", ""studio lighting""]","Product photograph of a white electric bicycle positioned to the left of a black charging cable on the clean, white floor of a studio; the word “XCEL” is visible on the bicycle’s frame; clean studio lighting.",0.9468,PASS,es,0.8427488803863525
MB107,automotive,YOKE,Fotografía publicitaria de gran estilo de un coche de carreras rojo situado a la izquierda de un trofeo dorado sobre el suelo oscuro de una sala de exposición; la palabra «YOKE» en el capó del coche; atmósfera espectacular con iluminación dorada.,"Glamour product shot of a red racing car placed to the left of a gold trophy on a dark showroom floor, YOKE on car hood, dramatic gold-lit atmosphere","[""racing car"", ""trophy""]","{""racing car"": ""red"", ""trophy"": ""gold""}","[""racing car left of trophy""]","[""YOKE""]","[""product photography"", ""dark showroom"", ""glamorous lighting""]",A stylish advertising photograph of a red race car positioned to the left of a golden trophy on the dark floor of a showroom; the word “YOKE” on the car’s hood; a spectacular atmosphere with golden lighting.,0.8596,PASS,es,0.8295373916625977
MB108,automotive,ZOOM,Fotografía de producto de una furgoneta de reparto blanca situada a la izquierda de una caja de cartón marrón sobre el asfalto gris de una calle; primer plano de la puerta de la furgoneta; iluminación comercial nítida.,"Product photography of a white delivery van placed to the left of a brown cardboard box on a gray street surface, ZOOM on van door, clean commercial lighting","[""delivery van"", ""cardboard box""]","{""delivery van"": ""white"", ""cardboard box"": ""brown""}","[""delivery van left of cardboard box""]","[""ZOOM""]","[""product photography"", ""gray surface"", ""commercial lighting""]",Product photograph of a white delivery van positioned to the left of a brown cardboard box on the gray asphalt of a street; close-up of the van's door; crisp commercial lighting.,0.9603,PASS,es,0.7994647026062012
MB109,automotive,ALPHA,Fotografía de producto de una autocaravana de color beige situada a la izquierda de una tienda de campaña verde sobre una superficie exterior cubierta de césped; se lee «ALPHA» en el lateral de la autocaravana; iluminación de la hora dorada.,"Product photography of a beige campervan placed to the left of a green camping tent on a grassy outdoor surface, ALPHA on van side, golden hour lighting","[""campervan"", ""camping tent""]","{""campervan"": ""beige"", ""camping tent"": ""green""}","[""campervan left of camping tent""]","[""ALPHA""]","[""product photography"", ""outdoor setting"", ""golden hour""]",Product photograph of a beige motorhome positioned to the left of a green tent on a grassy outdoor area; the word “ALPHA” is visible on the side of the motorhome; shot during the golden hour.,0.8423,REVIEW,es,0.8235004544258118
MB110,automotive,BRAVO,Fotografía retro de un coche clásico azul situado a la izquierda de un surtidor de gasolina plateado sobre una superficie de hormigón; la palabra «BRAVO» en el capó; iluminación cálida de estilo vintage.,"Retro product shot of a blue vintage car placed to the left of a silver fuel pump on a concrete surface, BRAVO on car hood, warm vintage lighting","[""vintage car"", ""fuel pump""]","{""vintage car"": ""blue"", ""fuel pump"": ""silver""}","[""vintage car left of fuel pump""]","[""BRAVO""]","[""product photography"", ""concrete surface"", ""vintage lighting""]","A retro photograph of a blue classic car positioned to the left of a silver gas pump on a concrete surface; the word “BRAVO” on the hood; warm, vintage-style lighting.",0.9242,PASS,es,0.8504312634468079
MB111,automotive,TORVEX,"Fotografía de producto de un coche deportivo negro de tipo hatchback con una baca plateada montada en el techo, sobre un suelo blanco de estudio; la inscripción «TORVEX» en la puerta del coche; iluminación espectacular de estudio.","Product photography of a black sports hatchback with a silver roof rack mounted above on a white studio floor, TORVEX on car door, dramatic studio lighting","[""sports hatchback"", ""roof rack""]","{""sports hatchback"": ""black"", ""roof rack"": ""silver""}","[""roof rack above sports hatchback""]","[""TORVEX""]","[""product photography"", ""white background"", ""dramatic lighting""]","Product photograph of a black hatchback sports car with a silver roof rack mounted on the roof, set against a white studio background; the word “TORVEX” on the car door; dramatic studio lighting.",0.8847,PASS,es,0.7913725972175598
MB112,automotive,DELTA,Fotografía de producto de un coche de policía blanco con una luz roja de sirena situada en la parte superior sobre una superficie gris; la inscripción «DELTA» en la puerta del coche; iluminación nocturna espectacular.,"Product photography of a white police car with a red siren light placed above on a gray surface, DELTA on car door, dramatic night lighting","[""police car"", ""siren light""]","{""police car"": ""white"", ""siren light"": ""red""}","[""siren light above police car""]","[""DELTA""]","[""product photography"", ""gray surface"", ""dramatic lighting""]","Product photograph of a white police car with a red siren light mounted on top, set against a gray background; the word “DELTA” on the car’s door; dramatic nighttime lighting.",0.9177,PASS,es,0.8379618525505066
MB113,automotive,EAGLE,Fotografía de producto de un autobús escolar amarillo situado a la derecha de una señal de stop roja sobre el asfalto gris; la palabra «EAGLE» aparece en el lateral del autobús; iluminación natural brillante.,"Product photography of a yellow school bus placed to the right of a red stop sign on a gray road surface, EAGLE on bus side, bright natural lighting","[""school bus"", ""stop sign""]","{""school bus"": ""yellow"", ""stop sign"": ""red""}","[""school bus right of stop sign""]","[""EAGLE""]","[""product photography"", ""gray road"", ""bright lighting""]",Product photograph of a yellow school bus positioned to the right of a red stop sign on gray asphalt; the word “EAGLE” appears on the side of the bus; bright natural lighting.,0.9596,PASS,es,0.8247112035751343
MB114,automotive,FOXTROT,Fotografía de producto de un camión de bomberos rojo situado a la derecha de una manguera de bomberos amarilla enrollada sobre una superficie de hormigón; la inscripción «FOXTROT» en la puerta del camión; atmósfera dramática con iluminación roja.,"Product photography of a red fire truck placed to the right of a yellow coiled fire hose on a concrete surface, FOXTROT on truck door, dramatic red-lit atmosphere","[""fire truck"", ""fire hose""]","{""fire truck"": ""red"", ""fire hose"": ""yellow""}","[""fire truck right of fire hose""]","[""FOXTROT""]","[""product photography"", ""concrete surface"", ""dramatic lighting""]",Product photograph of a red fire truck positioned to the right of a yellow fire hose coiled on a concrete surface; the word “FOXTROT” on the truck’s door; dramatic atmosphere with red lighting.,0.8946,PASS,es,0.8357995748519897
MB115,automotive,GRAND,"Fotografía de producto de lujo de una limusina negra situada sobre una alfombra roja en una calle oscura de la ciudad, con la palabra «GRAND» en la puerta de la limusina y una glamurosa iluminación nocturna.","Luxury product shot of a black limousine placed above a red carpet on a dark city street, GRAND on limo door, glamorous night lighting","[""limousine"", ""red carpet""]","{""limousine"": ""black"", ""red carpet"": ""red""}","[""limousine above red carpet""]","[""GRAND""]","[""luxury editorial"", ""dark setting"", ""glamorous lighting""]","A luxury product photograph of a black limousine parked on a red carpet on a dark city street, with the word “GRAND” on the limousine’s door and glamorous nighttime lighting.",0.9424,PASS,es,0.8324234485626221
MB116,automotive,HOUND,Fotografía de producto de un vehículo todoterreno gris situado a la derecha de unas cadenas para la nieve plateadas sobre una superficie nevada blanca; la palabra «HOUND» en la puerta del vehículo; iluminación típica de un frío invierno.,"Product photography of a gray all-terrain vehicle placed to the right of silver snow chains on a white snowy surface, HOUND on vehicle door, cold winter lighting","[""all-terrain vehicle"", ""snow chains""]","{""all-terrain vehicle"": ""gray"", ""snow chains"": ""silver""}","[""all-terrain vehicle right of snow chains""]","[""HOUND""]","[""product photography"", ""snowy surface"", ""cold lighting""]",Product photograph of a gray SUV positioned to the right of silver snow chains on a white snowy surface; the word “HOUND” on the vehicle’s door; lighting typical of a cold winter.,0.9602,PASS,es,0.800376296043396
MB117,automotive,IRON,Fotografía de producto de una moto cruiser negra colocada sobre alforjas de cuero marrón sobre el suelo oscuro de un estudio; la palabra «IRON» en el depósito de la moto; iluminación dramática de estudio.,"Product photography of a black cruiser motorcycle placed above brown leather saddlebags on a dark studio floor, IRON on motorcycle tank, dramatic studio lighting","[""motorcycle"", ""saddlebags""]","{""motorcycle"": ""black"", ""saddlebags"": ""brown""}","[""motorcycle above saddlebags""]","[""IRON""]","[""product photography"", ""dark background"", ""dramatic lighting""]",Product photograph of a black cruiser motorcycle resting on brown leather saddlebags against the dark floor of a studio; the word “IRON” on the motorcycle’s gas tank; dramatic studio lighting.,0.9107,PASS,es,0.7758721113204956
MB118,automotive,VANTIS,Fotografía de producto de un todoterreno blindado de color verde con una antena de radio negra situada a su derecha sobre una superficie gris; el logotipo «VANTIS» en el capó; iluminación de estudio espectacular.,"Product photography of a green armored SUV with a black radio antenna placed to its right on a gray surface, VANTIS on hood, dramatic studio lighting","[""armored SUV"", ""radio antenna""]","{""armored SUV"": ""green"", ""radio antenna"": ""black""}","[""radio antenna right of armored SUV""]","[""VANTIS""]","[""product photography"", ""gray surface"", ""dramatic lighting""]","Product photograph of a green armored SUV with a black radio antenna on its right side, set against a gray background; the “VANTIS” logo on the hood; dramatic studio lighting.",0.9663,PASS,es,0.8365157246589661
MB119,automotive,KILO,Fotografía de producto de un microcoche rojo situado a la derecha de un mapa urbano blanco doblado sobre una superficie urbana gris; la inscripción «KILO» en la puerta del coche; iluminación urbana intensa.,"Product photography of a red micro car placed to the right of a white folded city map on a gray urban surface, KILO on car door, bright urban lighting","[""micro car"", ""city map""]","{""micro car"": ""red"", ""city map"": ""white""}","[""micro car right of city map""]","[""KILO""]","[""product photography"", ""urban setting"", ""bright lighting""]",Product photograph of a red microcar positioned to the right of a white city map folded on a gray urban surface; the word “KILO” on the car door; bright city lights.,0.9402,PASS,es,0.8476628065109253
MB120,automotive,LANCE,"Fotografía de producto de una superbike naranja situada a la derecha de un cono negro de circuito sobre una superficie gris, con la inscripción «LANCE» en el carenado de la moto y una iluminación espectacular propia de una carrera.","Product photography of an orange superbike placed to the right of a black racing track cone on a gray track surface, LANCE on bike fairing, dramatic race lighting","[""superbike"", ""track cone""]","{""superbike"": ""orange"", ""track cone"": ""black""}","[""superbike right of track cone""]","[""LANCE""]","[""product photography"", ""race track"", ""dramatic lighting""]","Product photograph of an orange superbike positioned to the right of a black racetrack cone on a gray surface, with the word “LANCE” on the bike’s fairing and dramatic lighting typical of a race.",0.9337,PASS,es,0.8036088943481445
MB121,lifestyle_wellness,ZENITH,Fotografía de producto de una esterilla de yoga morada colocada a la izquierda de una botella de agua de acero inoxidable plateada sobre el suelo blanco de un estudio; la palabra «ZENITH» aparece sobre la esterilla; iluminación brillante y nítida.,"Product photography of a purple yoga mat placed to the left of a silver stainless steel water bottle on a white studio floor, ZENITH on mat, bright clean lighting","[""yoga mat"", ""water bottle""]","{""yoga mat"": ""purple"", ""water bottle"": ""silver""}","[""yoga mat left of water bottle""]","[""ZENITH""]","[""product photography"", ""white background"", ""bright lighting""]","Product photograph of a purple yoga mat placed to the left of a silver stainless-steel water bottle on the white floor of a studio; the word “ZENITH” appears on the mat; bright, crisp lighting.",0.9652,PASS,es,0.8389212489128113
