brief_id,prompt_en,prompt_ar,brand_name,tokens_en,tokens_ar,en_truncated,ar_truncated,ar_tokens_dropped,token_ratio_ar_over_en,brand_char_fraction,ar_survival_fraction,brand_likely_truncated
MB136,"Overhead product shot of a yellow ceramic smoothie bowl placed above a silver spoon on a white marble surface, VIVID on bowl side, bright natural lighting",صورة منتج ملتقطة من أعلى لوعاء سموذي خزفي أصفر موضوع فوق ملعقة فضية على سطح رخامي أبيض، مع ظهور كلمة «VIVID» على جانب الوعاء، وإضاءة طبيعية ساطعة,VIVID,28,131,False,True,56,4.678571428571429,0.7034482758620689,0.5725190839694656,True
MB137,"Lifestyle product shot of a white sunscreen bottle placed to the left of an orange beach towel on a sandy surface, SHIELD on bottle, bright summer lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر زجاجة واقية من الشمس بيضاء موضوعة على يسار منشفة شاطئ برتقالية اللون فوق سطح رملي، مع وجود كلمة «SHIELD» على الزجاجة، وإضاءة صيفية ساطعة,SHIELD,29,157,False,True,82,5.413793103448276,0.7845303867403315,0.47770700636942676,True
MB138,"Product photography of an orange vitamin bottle placed to the right of a silver blister pack on a white surface, VITAL on bottle label, bright studio lighting",صورة منتج لزجاجة فيتامينات برتقالية اللون موضوعة على يمين عبوة بلاستر فضية على سطح أبيض، وكلمة «VITAL» مكتوبة على ملصق الزجاجة، وإضاءة استوديو ساطعة,VITAL,30,130,False,True,55,4.333333333333333,0.6486486486486487,0.5769230769230769,True
MB139,"Product photography of a teal balance board placed above white athletic sneakers on a gym floor, CORE on board surface, bright gym lighting",صورة منتج لوح توازن بلون أزرق مخضر موضوع فوق حذاء رياضي أبيض على أرضية صالة رياضية، مع كلمة «CORE» مكتوبة على سطح اللوح، وإضاءة ساطعة في الصالة الرياضية,CORE,25,135,False,True,60,5.4,0.6118421052631579,0.5555555555555556,True
MB140,"Beauty product photography of a white ice roller placed to the left of a gold face serum bottle on a white marble surface, CHILL on roller handle, cool clean lighting",صورة ترويجية لمنتج تجميلي تُظهر أسطوانة جليدية بيضاء موضوعة على يسار زجاجة سيروم ذهبية للوجه على سطح من الرخام الأبيض، مع كلمة «CHILL» مكتوبة على مقبض الأسطوانة، وإضاءة باردة ونقية,CHILL,32,160,False,True,85,5.0,0.7111111111111111,0.46875,True
MB141,"Spa lifestyle product shot of a white folded towel placed above a black water bottle on a wooden sauna bench, STEAM on towel corner, warm steam lighting",صورة ترويجية لمنتج متعلق بنمط حياة السبا، تُظهر منشفة بيضاء مطوية موضوعة فوق زجاجة مياه سوداء على مقعد خشبي في الساونا، مع كلمة «STEAM» مكتوبة على زاوية المنشفة، وإضاءة دافئة تشبه البخار,STEAM,29,163,False,True,88,5.620689655172414,0.6935483870967742,0.4601226993865031,True
MB142,"Product photography of a purple acupressure mat placed to the right of a white rectangular pillow on a light gray floor, PRESS on mat corner, clean studio lighting",صورة منتج لحصيرة ضغط إبرية أرجوانية موضوعة على يمين وسادة مستطيلة بيضاء فوق أرضية رمادية فاتحة، وكلمة «PRESS» مكتوبة على زاوية الحصيرة، وإضاءة استوديو نقية,PRESS,31,139,False,True,64,4.483870967741935,0.6645161290322581,0.539568345323741,True
MB143,"Product photography of a green nutrition bar wrapper placed above a silver stainless steel water bottle on a white gym surface, FUEL on wrapper, bright athletic lighting",صورة منتج لغلاف لوح تغذية أخضر اللون موضوع فوق زجاجة مياه فضية من الفولاذ المقاوم للصدأ على سطح أبيض في صالة رياضية، مع كلمة «FUEL» مكتوبة على الغلاف، وإضاءة رياضية ساطعة,FUEL,31,149,False,True,74,4.806451612903226,0.7411764705882353,0.5033557046979866,True
MB144,"Product photography of a large black protein powder bag placed to the right of a red shaker bottle on a gym floor, MASS on bag front, dramatic gym lighting",صورة منتج تُظهر كيسًا كبيرًا أسود اللون من مسحوق البروتين موضوعًا على يمين زجاجة شاكر حمراء على أرضية صالة رياضية، مع كلمة «MASS» مكتوبة على واجهة الكيس، وإضاءة درامية في الصالة الرياضية,MASS,31,163,False,True,88,5.258064516129032,0.6666666666666666,0.4601226993865031,True
MB145,"Beauty product photography of a white eye cream tube placed to the right of a gold handheld mirror on a pink marble surface, LUMI on tube cap, soft glamorous lighting",صورة ترويجية لمنتج تجميلي تُظهر أنبوب كريم للعينين أبيض اللون موضوعًا على يمين مرآة يدوية ذهبية فوق سطح من الرخام الوردي، مع كتابة «LUMI» على غطاء الأنبوب، وإضاءة ناعمة ساحرة,LUMI,33,157,False,True,82,4.757575757575758,0.7586206896551724,0.47770700636942676,True
MB146,"Product flat lay of a blue stretching strap placed below a purple yoga mat on a white studio floor, EXTEND on strap, bright clean lighting",صورة منتج مأخوذة من زاوية مسطحة لشريط تمدد أزرق موضوع أسفل سجادة يوغا أرجوانية على أرضية استوديو بيضاء، مع كلمة «EXTEND» مكتوبة على الشريط، وإضاءة ساطعة ونقية,EXTEND,27,143,False,True,68,5.296296296296297,0.7151898734177216,0.5244755244755245,True
MB147,"Lifestyle product shot of a white sleep supplement bottle placed to the right of a silver moon lamp on a dark bedside table, DRIFT on bottle label, soft moonlit lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر زجاجة بيضاء لمكمل غذائي للنوم موضوعة على يمين مصباح فضي على شكل قمر فوق طاولة سرير جانبية داكنة اللون، مع وجود كلمة «DRIFT» على ملصق الزجاجة، وإضاءة ناعمة تشبه ضوء القمر,DRIFT,33,186,False,True,111,5.636363636363637,0.7570093457943925,0.4032258064516129,True
MB148,"Outdoor product photography of a blue hydration vest placed below orange trail running shoes on a rocky surface, PACE on vest, bright outdoor lighting",صورة خارجية لمنتج عبارة عن سترة زرقاء لتزويد الجسم بالسوائل، موضوعة أسفل حذاء برتقالي للركض على الطرق الوعرة على سطح صخري، مع وجود كلمة «PACE» على السترة، وإضاءة خارجية ساطعة,PACE,26,148,False,True,73,5.6923076923076925,0.7873563218390804,0.5067567567567568,True
MB149,"Lifestyle product shot of a black ceramic incense holder placed to the right of brown wooden meditation beads on a bamboo surface, SERENE on holder base, warm ambient lighting",صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر حامل بخور خزفي أسود موضوعًا على يمين مسبحة خشبية بنية اللون فوق سطح من الخيزران، مع كلمة «SERENE» مكتوبة على قاعدة الحامل، وإضاءة محيطة دافئة,SERENE,31,160,False,True,85,5.161290322580645,0.7258064516129032,0.46875,True
MB150,"Product photography of a white cold plunge tub placed to the right of a blue towel on a clean bathroom floor, POLAR on tub side, bright clean lighting",صورة منتج لحوض استحمام بارد أبيض اللون موضوع على يمين منشفة زرقاء على أرضية حمام نظيفة، مع وجود كلمة «POLAR» على جانب الحوض، وإضاءة ساطعة ونقية,POLAR,30,127,False,True,52,4.233333333333333,0.7132867132867133,0.5905511811023622,True
