rating_id,pass,overall,objects,spatial,colour,typography,brief_id,model,language,output_path,node1_pass_configC,node1_score_configC,node1_short_circuit_configC,node2_pass_configC,node2_score_configC,node2_skipped_configC,node3_pass_configC,node3_score_configC,node3_skipped_configC,node4_pass_configC,node4_score_configC,node4_skipped_configC,node4_skipped_reason_configC,node4_clcg_interpretable_configC,node5_pass_configC,node5_score_configC,compliance_score_configC,failure_diagnosis_configC,compliant,output_path_configC,node1_pass_configB,node1_score_configB,node1_short_circuit_configB,node2_pass_configB,node2_score_configB,node2_skipped_configB,node3_pass_configB,node3_score_configB,node3_skipped_configB,node4_pass_configB,node4_score_configB,node4_skipped_configB,node4_skipped_reason_configB,node4_clcg_interpretable_configB,node5_pass_configB,node5_score_configB,compliance_score_configB,failure_diagnosis_configB,clip_score_configA,clip_score_norm_configA
R1-078,1,4,4,4,4,3,MB024,sd15,fr,data\generated_images\phase2b\sd15\fr\MB024_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6073,0.3107,[MB024] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB024_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB024] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,34.4824,0.6350916562019333
R1-079,1,3,3,3,4,2,MB011,sd15,es,data\generated_images\phase2b\sd15\es\MB011_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6115,0.5111,[MB011] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB011_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB011] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,32.3445,0.5556624733427947
R1-080,1,1,1,1,1,1,MB079,sd15,fr,data\generated_images\phase2b\sd15\fr\MB079_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5894,0.6589,[MB079] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB079_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB079] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,26.219,0.32808239026891267
R1-081,1,2,2,2,2,2,MB122,sd15,es,data\generated_images\phase2b\sd15\es\MB122_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5871,0.6587,[MB122] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB122_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB122] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,28.5886,0.4161198998357841
R1-082,1,4,4,4,4,4,MB014,flux,fr,data\generated_images\phase2b\flux\fr\MB014_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6146,0.9615,[MB014] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB014_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6146,0.9615,[MB014] COMPLIANT — all constraints satisfied,31.4195,0.5212960417301361
R1-083,1,5,5,5,5,5,MB140,flux,es,data\generated_images\phase2b\flux\es\MB140_seed42.png,False,0.0,True,True,1.0,False,False,0.5,False,True,0.5455,False,,True,True,0.6125,0.4704,[MB140] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\es\MB140_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB140] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,29.8508,0.463014289004971
R1-084,1,4,4,4,4,1,MB035,flux,fr,data\generated_images\phase2b\flux\fr\MB035_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6147,0.3115,[MB035] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB035_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB035] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,36.6499,0.715620564872677
R1-085,1,2,2,1,1,1,MB040,sd15,es,data\generated_images\phase2b\sd15\es\MB040_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5934,0.0593,[MB040] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\es\MB040_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB040] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,30.5561,0.4892182286983853
R1-086,1,2,2,2,2,1,MB092,sd15,fr,data\generated_images\phase2b\sd15\fr\MB092_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6038,0.7604,[MB092] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB092_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6038,0.7604,[MB092] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,28.0771,0.3971161919764599
R1-087,1,3,3,3,3,1,MB111,sd15,fr,data\generated_images\phase2b\sd15\fr\MB111_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.591,0.0591,[MB111] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB111_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB111] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,22.1913,0.17844165880263627
R1-088,1,3,5,3,4,2,MB131,sd15,fr,data\generated_images\phase2b\sd15\fr\MB131_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6006,0.6601,[MB131] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB131_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6006,0.6601,[MB131] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,33.3724,0.5938519382667429
R1-089,1,5,5,5,5,5,MB001,flux,es,data\generated_images\phase2b\flux\es\MB001_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6202,0.662,[MB001] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\es\MB001_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6202,0.662,[MB001] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,35.0243,0.6552248121920952
R1-090,1,1,1,1,1,1,MB149,sd15,fr,data\generated_images\phase2b\sd15\fr\MB149_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5807,0.3081,[MB149] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB149_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB149] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,28.1645,0.40036335535261813
R1-091,1,3,4,3,4,2,MB136,flux,fr,data\generated_images\phase2b\flux\fr\MB136_seed42.png,False,0.0,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6042,0.1604,[MB136] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB136_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB136] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,27.3889,0.37154756685664175
R1-092,1,4,4,4,4,2,MB085,flux,de,data\generated_images\phase2b\flux\de\MB085_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,False,0.3333,False,,True,True,0.6113,0.3778,[MB085] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB085_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB085] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,24.3871,0.2600219945162321
R1-093,1,4,4,4,4,1,MB016,flux,es,data\generated_images\phase2b\flux\es\MB016_seed42.png,False,0.0,True,False,0.0,False,True,1.0,False,True,0.7273,False,,True,True,0.6152,0.407,[MB016] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied,False,data\generated_images\phase2b\flux\es\MB016_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB016] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,34.7517,0.6450969319135972
R1-094,1,4,4,4,2,1,MB006,sd15,fr,data\generated_images\phase2b\sd15\fr\MB006_seed42.png,False,0.5,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5987,0.2099,[MB006] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB006_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB006] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,32.0188,0.5435617741252349
R1-095,1,5,5,5,5,5,MB122,flux,fr,data\generated_images\phase2b\flux\fr\MB122_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6197,0.962,[MB122] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB122_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6197,0.962,[MB122] COMPLIANT — all constraints satisfied,35.8164,0.6846536235222435
R1-096,1,5,5,5,5,5,MB047,flux,es,data\generated_images\phase2b\flux\es\MB047_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.612,0.5612,[MB047] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered,True,data\generated_images\phase2b\flux\es\MB047_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.612,0.5612,[MB047] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered,36.3434,0.7042332013166988
R1-097,1,4,4,4,4,1,MB068,flux,de,data\generated_images\phase2b\flux\de\MB068_seed42.png,False,0.0,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6035,0.1604,[MB068] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB068_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB068] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,29.9968,0.468438612264915
R1-098,1,3,3,3,3,3,MB075,flux,de,data\generated_images\phase2b\flux\de\MB075_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.611,0.9611,[MB075] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB075_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.611,0.9611,[MB075] COMPLIANT — all constraints satisfied,36.642,0.7153270569702554
R1-099,1,1,2,1,1,1,MB099,flux,es,data\generated_images\phase2b\flux\es\MB099_seed42.png,False,0.0,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6026,0.1603,[MB099] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\es\MB099_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB099] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,36.059,0.6936669168295201
R1-100,1,3,3,3,3,1,MB070,sd15,de,data\generated_images\phase2b\sd15\de\MB070_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6146,0.5115,[MB070] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB070_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB070] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,33.5562,0.6006806411104257
R1-101,1,2,2,2,2,1,MB044,sd15,fr,data\generated_images\phase2b\sd15\fr\MB044_seed42.png,False,0.0,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.593,0.1593,[MB044] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB044_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB044] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,27.1107,0.3612116303435157
R1-102,1,5,5,5,5,5,MB026,flux,de,data\generated_images\phase2b\flux\de\MB026_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,True,0.9091,False,,True,True,0.6165,0.8435,[MB026] NON-COMPLIANT — Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\de\MB026_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,True,0.9091,False,,True,True,0.6165,0.8435,[MB026] NON-COMPLIANT — Node3: colour attributes not satisfied,30.3,0.47970337125405893
R1-103,1,4,4,4,4,1,MB048,sd15,de,data\generated_images\phase2b\sd15\de\MB048_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6116,0.7612,[MB048] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB048_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6116,0.7612,[MB048] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,35.1105,0.6584273920894047
R1-104,1,5,5,5,5,5,MB122,flux,de,data\generated_images\phase2b\flux\de\MB122_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6206,0.9621,[MB122] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB122_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6206,0.9621,[MB122] COMPLIANT — all constraints satisfied,34.7972,0.6467873888199495
R1-105,1,4,5,4,4,1,MB054,flux,es,data\generated_images\phase2b\flux\es\MB054_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.6118,0.5612,[MB054] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered,True,data\generated_images\phase2b\flux\es\MB054_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.6118,0.5612,[MB054] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered,38.0406,0.7672891015685953
R1-106,1,2,2,2,2,1,MB033,sd15,es,data\generated_images\phase2b\sd15\es\MB033_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5896,0.059,[MB033] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\es\MB033_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB033] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,32.2607,0.5525490604031832
R1-107,1,1,1,1,1,1,MB022,sd15,es,data\generated_images\phase2b\sd15\es\MB022_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5915,0.7591,[MB022] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB022_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5915,0.7591,[MB022] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,25.1834,0.2896068480223511
R1-108,1,4,4,4,4,3,MB008,flux,es,data\generated_images\phase2b\flux\es\MB008_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,True,0.9091,False,,True,True,0.6006,0.8419,[MB008] NON-COMPLIANT — Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\es\MB008_seed42.png,True,1.0,False,True,1.0,False,False,0.5,False,True,0.9091,False,,True,True,0.6006,0.8419,[MB008] NON-COMPLIANT — Node3: colour attributes not satisfied,30.7771,0.49742901938638273
R1-109,1,4,4,4,4,4,MB018,flux,fr,data\generated_images\phase2b\flux\fr\MB018_seed42.png,False,0.5,True,False,0.0,False,False,0.0,False,True,1.0,False,,True,True,0.6177,0.4118,[MB018] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\fr\MB018_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB018] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,35.4661,0.6716389629882819
R1-110,1,5,5,5,5,4,MB061,sd15,es,data\generated_images\phase2b\sd15\es\MB061_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6126,0.7613,[MB061] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB061_seed42.png,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6126,0.5613,[MB061] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,33.2461,0.5891595271179009
R1-111,1,4,4,4,4,1,MB092,sd15,es,data\generated_images\phase2b\sd15\es\MB092_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6008,0.7601,[MB092] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB092_seed42.png,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6008,0.7601,[MB092] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B,32.266,0.552745970768099
R1-112,1,3,4,3,3,5,MB040,flux,es,data\generated_images\phase2b\flux\es\MB040_seed42.png,False,0.0,True,False,0.0,False,False,0.0,False,True,1.0,False,,True,True,0.6036,0.2604,[MB040] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\es\MB040_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB040] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,34.6011,0.639501705318066
R1-113,1,5,5,5,5,4,MB113,flux,de,data\generated_images\phase2b\flux\de\MB113_seed42.png,False,0.5,True,False,0.0,False,True,1.0,False,True,0.5,False,,True,True,0.6087,0.5109,[MB113] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied,True,data\generated_images\phase2b\flux\de\MB113_seed42.png,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.0,[MB113] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,32.7662,0.5713298508682632
R1-114,1,5,5,5,5,2,MB116,flux,fr,data\generated_images\phase2b\flux\fr\MB116_seed42.png,False,0.5,True,True,1.0,False,False,0.5,False,True,1.0,False,,True,True,0.6053,0.7105,[MB116] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\fr\MB116_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB116] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,31.4599,0.522797018851381
R1-115,1,3,3,3,3,3,MB052,flux,fr,data\generated_images\phase2b\flux\fr\MB052_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6008,0.3101,[MB052] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB052_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB052] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,32.5478,0.5632156577177717
R1-116,1,5,5,5,5,4,MB014,flux,es,data\generated_images\phase2b\flux\es\MB014_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6192,0.6619,[MB014] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\es\MB014_seed42.png,True,1.0,False,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6192,0.6619,[MB014] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,31.6818,0.531041247148515
R1-117,1,4,4,4,4,2,MB006,sd15,de,data\generated_images\phase2b\sd15\de\MB006_seed42.png,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6034,0.3103,[MB006] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB006_seed42.png,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB006] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream,31.9235,0.540021102846655
